"@title","ไทย"
"#03718","ไม่สามารถเริ่มเกมได้"
"#03719","อัตโนมัติ <0>"
"#03720","เซฟ <0>"
"#03721","ส่งข้อมูลทั้งหมด"
"#03722","แสดงบันทึกความผิดพลาด"
"#03723","ส่งข้อมูลทั้งหมด?"
"#03724","ส่งข้อมูลออโต้เซฟ <0>?"
"#03725","ส่งข้อมูลเซฟ <0>?"
"#03726","ส่งข้อมูลแล้ว<br>ขอบคุณที่ท่านให้ความร่วมมือ<br>เราหวังว่าท่านจะอยู่กับเรา!"
"#03727","เกิดความผิดพลาดขึ้น<br>ลองอีกครั้ง?"
"#03728","ส่งข้อมูลเซฟ"
"#03729","เลือกข้อมูลที่จะส่ง"
"#03730","กำลังส่งข้อมูล"
"#03731","อย่าปิดอุปกรณ์ของท่าน"
"#03732","=#02705"
"#03733","=#03229"
"#03734","เกิดความผิดพลาดขึ้น"
"#03735","=#03455"
"#03736","บนหน้าจอการตั้งค่าแอพ เปิด \""App Permissions (การอนุญาตแอพ)\"" ทั้งหมดแล้วรีสตาร์ทแอพนี้"
"#03737","กรุณารอ..."
"#03738","การอนุญาต: กรุณารีบูตใหม่เพื่ออนุญาตการเก็บข้อมูล<br>ท่านจำเป็นต้องเซฟเกมนี้"
"#03739","ท่านไม่สามารถเริ่มได้"
"#03740","กรุณาตัดเนื้อหาให้สั้นลง"
"#03741","ยืนยัน"
"#03742","Loading Advert"
"#03743","After this, ads video will be played."
"#03744","After this, an offerwall is shown up."
"#03745","We're having\na currency sale."
"#03746","Recieve Data"
"#03747","Enter Code"
"#03748","Last updated <0><br> We've found data associated with your Kairo's account. <br> Do you want to restore with this data?"
"#03749","Find from<br>KairoLand's friend."
"#03750","Press <btn=10> Button to enter Cursor Mode.<br>Move the cursor with <btn=16,1>/<btn=29,0> and press<br> <btn=3>/<btn=0> as an alternative to tapping the touch screen.<br>Press the <btn=10> Button again to exit this mode."
"#03751","Please restart the software."
"#03752","Demo"
"#03753","Well done!<br>You've finished the Demo version."
"#03754","Preparing system..."
"#03755","Save data is corrupted. <br>Try to restore it?"
"#03756","Restore failed."
"#03757","Delete the corrupted data and<br>start a new game?"
"#03758","Please close the game."
"#03759","Press <btn=10> Button to enter Cursor Mode.<br>Move the cursor with <btn=16,1>/<btn=29,0><br>and press <btn=3>/<btn=0> to select.<br>Press the <btn=10> Button again to exit this mode."
"#03760","=#02684"
"#03761","กลับ"
"#03762","=#03537"
"#03763","ข้อความ"
"#03764","แผนที่"
"#03765","=#00448"
"#03766","=#03622"
"#03767","=#03142"
"#03768","=#03514"
"#03769","ด้านบน"
"#03770","ไซต์"
"#03771","ยอดนิยม"
"#03772","=#00513"
"#03773","=#03140"
"#03774","ความเข้ากันได้"
"#03775","หมุน"
"#03776","ชื่อ"
"#03777","=#03059"
"#03778","ส่งออก"
"#03779","คำใบ้"
"#03780","คำสั่ง"
"#03781","โน้ต"
"#03782","ค่าเริ่มต้น"
"#03783","ลบ"
"#03784","ปกติ"
"#03785","=#03622"
"#03786","=#02937"
"#03787","เปลี่ยนชื่อ"
"#03788","=#01950"
"#03789","ไกด์"
"#03790","หมุน"
"#03791","=#03776"
"#03792","=#02937"
"#03793","ข้อมูล"
"#03794","=#03602"
"#03795","=#03623"
"#03796","ลบ"
"#03797","=#03784"
"#03798","แผนที่"
"#03799","=#00448"
"#03800","หน่วย"
"#03801","ค่าปรับ"
"#03802","กลยุทธ์"
"#03803","จัดเรียง"
"#03804","=#01955"
"#03805","บันทึก"
"#03806","=#03594"
"#03807","=#03764"
"#03808","ตั้งค่า"
"#03809","ตัวเลือก"
"#03810","=#00651"
"#03811","ขายทอดตลาด"
"#03812","สังเคราะห์"
"#03813","เพื่อน"
"#03814","การตาม"
"#03815","สูงสุด"
"#03816","รางวัล"
"#03817","=#03078"
"#03818","คุก"
"#03819","งาน"
"#03820","=#01948"
"#03821","รับ !!"
"#03822","แนะนำ"
"#03823","ใกล้"
"#03824","ปิด"
"#03825","ทำ"
"#03826","เอฟเฟค"
"#03827","ยินยอม"
"#03828","สัญญา"
"#03829","สลับ"
"#03830","หยุด"
"#03831","ประวัติ"
"#03832","=#00526"
"#03833","การเสร็จ"
"#03834","การไล่ออก"
"#03835","ทักษะ"
"#03836","ฟักทอง"
"#03837","=#00379"
"#03838","ซื้อ"
"#03839","ซื้อ"
"#03840","เลเวลอัพ"
"#03841","ซูม"
"#03842","ข้อมูล"
"#03843","ข้อมูล"
"#03844","Restore"
"#03893","ED_1"
"#03894","=MID(#03893,1,-1)&'2'"
"#03895","dummy"
"#03896","sword00の強化"
"#03897","wand00の強化"
"#03898","spear00の強化"
"#03899","rapier00の強化"
"#03900","road00.seb"
"#03901","chip_ground_01.seb"
"#03902","chip_sea_01.seb"
"#03903","chip_sea_02.seb"
"#03904","chip_step_01.seb"
"#03905","gate_01.seb"
"#03906","river_00.seb"
"#03907","chip_ground_02.seb"
"#03908","chip_ground_03.seb"
"#03909","chip_ground_04.seb"
"#03910","chip_ground_05.seb"
"#03911","chip_ground_06.seb"
"#03912","chip_ground_07.seb"
"#03913","chip_sea_03.seb"
"#03914","chip_sea_04.seb"
"#03915","chip_sea_05.seb"
"#03916","chip_groundobj_00.seb"
"#03917","chip_groundobj_01.seb"
"#03918","chip_groundobj_02.seb"
"#03919","chip_groundobj_03.seb"
"#03920","chip_groundobj_04.seb"
"#03921","chip_groundobj_06.seb"
"#03922","chip_groundobj_07.seb"
"#03923","chip_tree_01.seb"
"#03924","chip_tree_02.seb"
"#03925","chip_tree_03.seb"
"#03926","chip_tree_04.seb"
"#03927","chip_tree_05.seb"
"#03928","chip_tree_06.seb"
"#03929","chip_tree_07.seb"
"#03930","chip_tree_08.seb"
"#03931","chip_tree_09.seb"
"#03932","chip_tree_10.seb"
"#03933","chip_tree_11.seb"
"#03934","chip_mountain_01.seb"
"#03935","chip_mountain_02.seb"
"#03936","chip_mountain_03.seb"
"#03937","chip_mountain_04.seb"
"#03938","chip_mountain_05.seb"
"#03939","chip_mountain_06.seb"
"#03940","chip_mountain_07.seb"
"#03941","chip_mountain_08.seb"
"#03942","chip_mountain_09.seb"
"#03943","chip_dungeon01.seb"
"#03944","chip_dungeon02.seb"
"#03945","chip_dungeon03.seb"
"#03946","chip_dungeon04.seb"
"#03947","chip_dungeon05.seb"
"#03948","chip_dungeon06.seb"
"#03949","chip_dungeon07.seb"
"#03950","chip_dungeon08.seb"
"#03951","chip_dungeon09.seb"
"#03952","chip_dungeon10.seb"
"#03953","chip_dungeon11.seb"
"#03954","chip_dungeon12.seb"
"#03955","chip_dungeon13.seb"
"#03956","chip_dungeon14.seb"
"#03957","chip_dungeon15.seb"
"#03958","chip_dungeon16.seb"
"#03959","chip_dungeon17.seb"
"#03960","chip_dungeon18.seb"
"#03961","chip_dungeon19.seb"
"#03962","chip1_01.seb"
"#03963","chip1_02.seb"
"#03964","chip1_home_02.seb"
"#03965","chip2_01_0.seb"
"#03966","chip2_01_1.seb"
"#03967","chip4_01_0.seb"
"#03968","chip4_01_1.seb"
"#03969","chip4_01_2.seb"
"#03970","chip4_01_3.seb"
"#03971","chip1_05.seb"
"#03972","chip1_04.seb"
"#03973","chip1_03.seb"
"#03974","chip1_04_2.seb"
"#03975","chip1_home_00.seb"
"#03976","chip1_09.seb"
"#03977","chip1_10.seb"
"#03978","chip1_11.seb"
"#03979","chip1_12.seb"
"#03980","chip1_14.seb"
"#03981","chip4_02_0.seb"
"#03982","chip4_02_2.seb"
"#03983","chip4_02_3.seb"
"#03984","chip4_02_4.seb"
"#03985","chip1_13.seb"
"#03986","chip1_15.seb"
"#03987","chip1_16.seb"
"#03988","chip1_06.seb"
"#03989","chip1_07.seb"
"#03990","chip4_04_0.seb"
"#03991","chip4_04_1.seb"
"#03992","chip4_04_2.seb"
"#03993","chip4_04_3.seb"
"#03994","chip1_17.seb"
"#03995","chip1_18.seb"
"#03996","chip1_19.seb"
"#03997","chip1_20.seb"
"#03998","chip1_21.seb"
"#03999","chip1_22.seb"
"#04000","chip1_23.seb"
"#04001","chip1_24.seb"
"#04002","chip1_25.seb"
"#04003","chip1_26.seb"
"#04004","chip1_27.seb"
"#04005","chip1_28.seb"
"#04006","chip1_29.seb"
"#04007","chip4_05_0.seb"
"#04008","chip4_05_1.seb"
"#04009","chip4_05_2.seb"
"#04010","chip4_05_3.seb"
"#04011","chip1_30.seb"
"#04012","chip1_31.seb"
"#04013","chip1_32.seb"
"#04014","chip1_33.seb"
"#04015","chip1_34.seb"
"#04016","chip1_35.seb"
"#04017","chip1_36.seb"
"#04018","chip1_37.seb"
"#04019","chip1_38.seb"
"#04020","chip1_39.seb"
"#04021","chip1_40.seb"
"#04022","chip1_41.seb"
"#04023","chip1_42_0.seb"
"#04024","chip1_42_1.seb"
"#04025","chip1_43.seb"
"#04026","chip1_44.seb"
"#04027","chip1_45.seb"
"#04028","chip1_46_a.seb"
"#04029","chip1_46_b.seb"
"#04030","chip1_46_c.seb"
"#04031","chip1_47.seb"
"#04032","chip1_48.seb"
"#04033","chip1_49.seb"
"#04034","chip1_50.seb"
"#04035","chip1_51.seb"
"#04036","chip4_06_0.seb"
"#04037","chip4_06_1.seb"
"#04038","chip4_06_2.seb"
"#04039","chip4_06_3.seb"
"#04040","chip1_52.seb"
"#04041","chip1_53.seb"
"#04042","chip1_54.seb"
"#04043","chip1_55.seb"
"#04044","chip1_56.seb"
"#04045","chip1_57.seb"
"#04046","chip1_58.seb"
"#04047","chip1_59.seb"
"#04048","chip1_60.seb"
"#04049","chip1_61.seb"
"#04050","chip1_62.seb"
"#04051","chip1_63.seb"
"#04052","chip1_64.seb"
"#04053","chip1_65.seb"
"#04054","chip2_03_0.seb"
"#04055","chip2_03_1.seb"
"#04056","chip1_66.seb"
"#04057","chip1_67.seb"
"#04058","chip1_68.seb"
"#04059","chip1_69.seb"
"#04060","chip1_70.seb"
"#04061","chip1_71.seb"
"#04062","chip1_72.seb"
"#04063","chip1_73.seb"
"#04064","chip1_74.seb"
"#04065","chip1_75.seb"
"#04066","chip1_76.seb"
"#04067","chip2_04_0.seb"
"#04068","chip2_04_1.seb"
"#04069","chip2_05_0.seb"
"#04070","chip2_05_1.seb"
"#04071","chip2_06_0.seb"
"#04072","chip2_06_1.seb"
"#04073","chip2_07_0.seb"
"#04074","chip2_07_1.seb"
"#04075","chip2_08_0.seb"
"#04076","chip2_08_1.seb"
"#04077","chip2_09_0.seb"
"#04078","chip2_09_1.seb"
"#04079","chip2_10_0.seb"
"#04080","chip2_10_1.seb"
"#04081","chip4_07_0.seb"
"#04082","chip4_07_1.seb"
"#04083","chip4_07_2.seb"
"#04084","chip4_07_3.seb"
"#04085","chip4_08_0.seb"
"#04086","chip4_08_1.seb"
"#04087","chip4_08_2.seb"
"#04088","chip4_08_3.seb"
"#04089","chip4_09_0.seb"
"#04090","chip4_09_1.seb"
"#04091","chip4_09_2.seb"
"#04092","chip4_09_3.seb"
"#04093","chip4_10_0.seb"
"#04094","chip4_10_1.seb"
"#04095","chip4_10_2.seb"
"#04096","chip4_10_3.seb"
"#04097","chip1_home_03.seb"
"#04098","chip1_home_04.seb"
"#04099","chip1_home_05.seb"
"#04100","chip1_home_06.seb"
"#04101","chip1_home_07.seb"
"#04102","chip1_home_08.seb"
"#04103","chip1_home_09.seb"
"#04104","chip1_home_10.seb"
"#04105","chip1_home_11.seb"
"#04106","chip1_home_01.seb"
"#04107","chip1_77.seb"
"#04108","2-Ply"
"#04109","=#03841"
"#04110","LVUP_MONSTER"
"#04111","GET_TOWNPOINT"
"#04112","GET_DIAPOINT"
"#04113","GET_ITEM"
"#04114","KEEPCOST"
"#04115","GET_MYHOME"
"#04116","CHARA"
"#04117","GUEST"
"#04118","FRIENDMONSTER"
"#04119","ASEVENT"
"#04120","ADVERTISE"
"#04121","TENANT"
"#04122","GET_NICONICO"
"#04123","GET_WEAPON"
"#04124","GET_ARMOUR"
"#04125","GET_ACCESSRY"
"#04126","QUEST_DUNGEON"
"#04127","QUEST_MONSTER"
"#04128","QUEST_START"
"#04129","SHOP_STOCK"
"#04130","SHOP_NEW"
"#04131","SHOP_TENANT"
"#04132","BUILD_RESIDENT"
"#04133","RESIDENT_UP"
"#04134","GET_MEDAL"
"#04135","TOWNPOPULAR"
"#04136","ADD_SHOP"
"#04137","QUEST_MONSTER_START"
"#04138","QUEST_CONTINUE"
"#04139","QUEST_CONTINUE_NOT"
"#04140","QUEST_REST_1MONTH"
"#04141","TAXINCOME"
"#04142","BOSS_APPEAR1"
"#04143","=MID(#04142,1,-1)&'2'"
"#04144","=MID(#04142,1,-1)&'3'"
"#04145","BOSS_EXIST"
"#04146","GET_JOB"
"#04147","GET_MONEY"
"#04148","ADD_MENU"
"#04149","CONTEST_ENTRY"
"#04150","CONTEST_FIND"
"#04151","NOTENOUGH_FARM"
"#04152","GET_ITEM_MULTI"
"#04153","GET_ITEM_ALL"
"#04154","GET_ITEM_FROM_DUNGEON"
"#04155","FIND_WORLDMAP"
"#04156","PUPID_FIND_CONTESTDATA"
"#04157","ADD_MAGICPOT"
"#04158","MAGICPOT_DONE"
"#04159","NEED_MONSTERFARM"
"#04160","NOTENTER_ENTRANCE"
"#04161","=#04134"
"#04162","=#03943"
"#04163","=#03944"
"#04164","=#03945"
"#04165","=#03946"
"#04166","=#03947"
"#04167","=#03948"
"#04168","=#03949"
"#04169","=#03950"
"#04170","=#03951"
"#04171","=#03952"
"#04172","=#03953"
"#04173","=#03954"
"#04174","=#03955"
"#04175","=#03956"
"#04176","=#03957"
"#04177","=#03958"
"#04178","=#03959"
"#04179","=#03960"
"#04180","=#03961"
"#04181","plain00.seb"
"#04182","=#03900"
"#04183","=#03975"
"#04184","=#03906"
"#04185","=#03971"
"#04186","=#04097"
"#04187","=#04098"
"#04188","=#03964"
"#04189","=#04099"
"#04190","=#04106"
"#04191","=#04100"
"#04192","=#04101"
"#04193","=#04102"
"#04194","=#04103"
"#04195","=#04104"
"#04196","=#04105"
"#04197","=#03976"
"#04198","=#04028"
"#04199","=#03981"
"#04200","=#04107"
"#04201","=#03988"
"#04202","=#03989"
"#04203","=#03972"
"#04204","=#03962"
"#04205","=#03986"
"#04206","=#03987"
"#04207","=#04003"
"#04208","=#04017"
"#04209","=#04004"
"#04210","=#04015"
"#04211","=#04016"
"#04212","=#04005"
"#04213","=#04033"
"#04214","=#04027"
"#04215","=#04057"
"#04216","=#04014"
"#04217","=#04020"
"#04218","=#04032"
"#04219","=#04034"
"#04220","=#04041"
"#04221","=#04018"
"#04222","=#04013"
"#04223","=#04062"
"#04224","=#04019"
"#04225","=#04011"
"#04226","=#04012"
"#04227","=#04021"
"#04228","=#04040"
"#04229","=#04006"
"#04230","=#03994"
"#04231","=#04022"
"#04232","=#04007"
"#04233","=#03963"
"#04234","=#03999"
"#04235","=#04000"
"#04236","=#03995"
